has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,URL,label
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://tinyurl.com/shkpufkf,1
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,103,0,0,0,103,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,https://reurl.cc/5vN9Vv,1
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,19,0,0,2,6,4,81,1,0,0,1257,1,25,10,19,0,1,0,0,0,0,25,1,0,0,3,3,0,http://trezor-io.sonidomuller.cl,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,3,11,3,61,1,0,0,3118,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,http://triziroio-start.webflow.io,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,3,11,3,61,1,0,0,3118,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,https://triziroio-start.webflow.io/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,40,0,0,1,628,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,http://trezoriiostterta.webflow.io,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,40,0,0,1,628,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,https://trezoriiostterta.webflow.io/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://siriananstock.com/dsa01.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://arub0910.page.link/qbvQ,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,22,0,0,0,112,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSR3fH1XUPCmRKT0oth93BFXibu8fwdwtqVcPudnVcWEIAD--ddsYkXSem8ofIhRPULlk5IAv3OXemx/pub?start=false&loop=false&delayms=3000,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRvADmcV2Bn3pT4wWU8z_dPWgN8YCJ44RGmd7WHj5OHsP8fGnjR7TaKpfKrv3p4_DWoEDYB87vMFs_M/pub?start=false&loop=false&delayms=3000,1
1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,8,2,17,24,1,0,0,90,0,2,2,7,0,0,0,0,0,0,22,0,0,0,0,2,0,https://biolinky.co/gvdfdf,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://b-t-interbroadbandsecur.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,49,23,0,1,0,427,0,1,6,105,0,1,0,0,1,0,22,0,0,0,0,13,0,https://alarabeet.wixsite.com/website-1,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,70,36,0,0,0,72,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://www.dropbox.com/scl/fi/1iulpbuy4vadao51ub54s/Sign-in-to-update-your-account-below.paper?rlkey=e4zb6meiel23kyogm1qeljzu2&dl=0.ac-page.com/b-t,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33,0,0,0,0,211,0,1,1,41,0,0,0,0,0,0,13,0,0,0,0,0,0,https://paigebuchholz1.ac-page.com/b-t,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,0,0,2,7,0,25,8,0,1,0,490,0,4,2,60,0,0,1,0,0,1,7,0,0,0,0,13,2,https://arcoremailupdating.weebly.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,16,0,0,0,47,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,https://us14.list-manage.com/survey?u=4c56563d6e6c1d5f13dec128a&id=027d23fd7e,1
1,1,1,0,0,1,0,0,1,0,0,9,12,0,0,3,0,0,9,121,20,24,0,0,0,1557,7,6,0,74,0,0,1,1,0,0,4,0,0,0,0,3,0,https://blntement.limesurvey.net/416932?newtest=Y&lang=en,1
1,1,1,0,0,1,1,1,1,0,0,4,2,0,0,0,0,0,3,0,12,20,0,0,0,300,1,0,1,16,0,0,1,0,1,0,10,0,0,0,0,2,0,https://gateway.lighthouse.storage/ipfs/bafkreigolin6ragj7zzyrjwtch2mku2ip345fu7qba3flojghvesn3ljge#example@domain.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://tinyurl.com/373dd2np,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,0,0,0,34,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,https://www.aixnwsuaoallegro.cyou/,1
1,1,1,0,0,1,0,0,0,0,0,4,24,0,0,216,0,0,10,486,10,83,1,1,1,58971,13,318,125,1178,120,1,1,0,0,0,29,1,0,1,6,429,0,http://srv214759.hoster-test.ru/1b/DGT%20EHH/DGT/in.php,1
1,1,1,0,0,1,0,0,1,0,0,4,3,0,71,332,0,0,5,6,4,9,1,1,1,6071,1,361,1,94,0,1,1,0,0,0,8,1,0,0,0,61,0,https://zur-s1.net/,1
1,1,1,0,0,1,0,0,1,0,0,4,3,0,71,332,0,0,5,6,4,9,1,1,1,6071,1,361,1,94,0,1,1,0,0,0,8,1,0,0,0,61,0,https://rb.gy/m99b6l,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://accessible-nickel-hospital.glitch.me/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://accessible-nickel-hospital.glitch.me,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://webde-101603.weeblysite.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,2,0,2,12,0,24,24,0,0,0,392,0,8,2,58,0,0,1,0,0,1,7,0,0,0,0,10,2,https://webupgradeajah.weebly.com/,1
1,1,1,0,0,1,1,0,1,0,0,5,2,0,0,7,0,0,1,2,6,37,1,0,0,375,0,9,0,19,0,1,1,0,0,1,2,0,0,0,0,8,0,https://pub-9111940b85a34f66ab42726c5fcb58e3.r2.dev/obbl.html#recipient@example.com,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://webde-105922.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://blu-icann.glitch.me/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://blu-icann.oauth-us.workers.dev/,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,https://snazzy-snitch-rat-da191-1961707k12.netlify.app/id.html,1
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,https://snazzy-snitch-rat-da191-1961707k12.netlify.app/id.html/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,23,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://dblu-dundeli.oauth-us.workers.dev/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ubiquitous-calico-alibi.glitch.me/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://octagonal-harvest-sight.glitch.me/,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pub-6006b205c2f649f5a3720dafaa5a94fd.r2.dev/docc.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://pub-6006b205c2f649f5a3720dafaa5a94fd.r2.dev/docc.html#nikola.hynek@mup.cz,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,9,12,63,51,1,1,0,2475,0,8,3,50,0,0,0,0,0,0,14,0,0,0,0,3,0,https://data.trezoroistart.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,11,0,0,9,12,60,51,1,1,0,2475,0,8,3,43,0,0,0,0,0,0,14,0,0,0,0,3,0,http://data.trezoroistart.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://ai-usmrisk.click/?_lp=true&_token=uuid_2a11pp3v90d5_2a11pp3v90d56673cbea191d41.05806283&subid=2a11pp3v90d5&utm_campaign=%7B%7Badset.name%7D%7D&utm_source=%7B%7Bplacement%7D%7D&utm_term=%7B%7Bad.name%7D%7D&utm_content=%7B%7Bcampaign.name%7D%7D&fbpixel=1101571014240558&k_router_campaign=R91tcv1j,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,54,0,0,22,8,14,44,1,1,1,5346,2,68,6,430,0,1,0,0,0,0,15,1,0,0,0,71,0,https://ai-usmrisk.click/R91tcv1j?utm_campaign={{adset.name}}&utm_source={{placement}}&utm_term={{ad.name}}&utm_content={{campaign.name}}&fbpixel=1101571014240558,1
1,1,1,0,0,1,0,0,1,0,0,4,1,0,0,7,0,0,12,7,8,26,1,0,1,3295,0,3,4,61,0,0,1,0,0,1,5,0,0,0,0,2,0,https://dlfuturegadgets.top/?ckey=e988577184ba84ed64bc&fbpixel=45117424629705474&sub3=ID02&sub5=0b5686c3,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,https://ai-usmrisk.click/?_lp=true&_token=uuid_2a11pp3v917u_2a11pp3v917u6673cd39a6b639.32276415&subid=2a11pp3v917u&utm_campaign=%7B%7Badset.name%7D%7D&utm_source=%7B%7Bplacement%7D%7D&utm_term=%7B%7Bad.name%7D%7D&utm_content=%7B%7Bcampaign.name%7D%7D&fbpixel=1101571014240558&k_router_campaign=R91tcv1j,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,0,0,0,34,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,http://www.allegroaixkxmuao.vip/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,0,0,0,34,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,https://www.allegroaixkxmuao.vip/,1
1,1,0,0,1,1,0,0,1,0,0,10,0,0,0,0,0,1,1,1,8,6,0,0,0,269,0,27,1,13,0,0,1,0,0,0,2,0,0,0,0,8,1,https://allegrolokalnie.8c4a40k.pl,1
1,1,0,0,1,1,0,0,1,0,0,10,0,0,0,0,0,1,1,1,8,6,0,0,0,348,0,28,2,15,0,0,1,0,0,0,2,0,0,0,0,10,1,https://allegrolokalnie.8c4a40k.pl/oferta/5146feb8-2f3a-4a6d-b366-f9b84a5b1256?fbclid=IwZXh0bgNhZW0CMTAAAR2ajS_1WPtWFEhqnzkaPrzB_rqobJ9P3vNhJIDOSLPz05dJhvsyK22D8RI_aem_ZmFrZWR1bW15MTZieXRlcw,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://webmail3265985.dontexist.org,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://webmailpagola.doomdns.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://354yhg.is-into-anime.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,http://webmaiarruubba.is-a-therapist.com,1
1,1,1,0,0,1,1,0,1,0,0,5,2,0,0,7,0,0,1,2,6,37,1,0,0,375,0,9,0,19,0,1,1,0,0,1,2,0,0,0,0,8,0,https://pub-88c53ae9eb8c4f738406912d81536666.r2.dev/obbl.html,1
1,1,1,0,0,1,1,1,0,0,0,9,9,0,0,17,0,0,3,22,4,31,1,0,0,12275,5,17,16,198,0,0,1,1,0,1,2,0,0,0,0,36,0,https://hilarious-churros-tk1111-a514e2.netlify.app/form.html,1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,40,0,0,2,0,7,27,1,1,0,5110,0,55,8,67,0,1,1,0,0,1,2,0,0,0,0,51,0,https://ci00199.tw1.ru/,1
1,1,1,0,0,1,0,0,0,0,0,1,76,0,0,20,0,0,4,0,3,21,0,1,0,2960,5,103,11,257,0,0,0,0,0,0,14,1,0,0,0,13,0,http://panswapnet-alp5.vercel.app,1
1,1,1,0,0,1,0,0,0,0,0,1,76,0,0,20,0,0,4,0,3,21,0,1,0,2960,5,103,11,257,0,0,0,0,0,0,14,1,0,0,0,13,0,https://panswapnet-alp5.vercel.app/,1
1,1,1,0,1,1,0,0,1,0,0,8,1,0,0,8,0,1,14,0,25,4,0,1,0,536,0,13,3,56,0,0,1,0,0,1,8,0,0,0,0,9,1,https://llloginhomebt.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,29,4,0,0,0,357,0,5,3,55,0,0,1,0,0,1,8,0,0,0,0,8,1,https://serviceneedyo45633utoupdateyoursaver.weebly.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,28,14,0,1,0,386,0,5,3,54,0,0,1,0,0,1,8,0,0,0,0,8,1,https://kmsnwsdjfdhdjd.weebly.com/,1
0,1,1,0,0,1,0,0,1,0,0,2,2,0,0,5,0,0,5,4,0,0,1,0,1,2400,2,42,8,190,0,0,1,1,0,0,2,0,0,0,0,14,0,https://ipssupply.com/,1
0,1,1,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,17,1,4,0,1,1,0,440,0,14,0,26,0,1,1,0,1,1,9,0,0,0,0,22,0,http://email-ionos-uk.standard.us-east-1.oortech.com/index.html,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,29,0,0,1,89,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,https://journeyquestor-stormtracker.blogspot.de/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,29,0,0,1,89,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,https://journeyquestor-stormtracker.blogspot.com/,1
1,1,1,0,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,28,4,0,0,0,383,0,5,3,59,0,0,1,0,0,1,9,0,0,0,0,10,1,https://currentlyattyahoomaiiaccountvrification.weebly.com/,1
1,1,1,0,0,1,1,1,1,0,0,7,1,0,0,0,0,0,5,0,21,12,1,0,0,311,0,7,1,23,0,0,1,0,1,0,4,0,0,0,0,3,0,https://pub-a81cae46107140f490c4bcfce67eea83.r2.dev/attweblogin.html,1
1,1,1,0,0,1,1,1,1,0,0,7,2,0,0,13,0,1,4,4,1,15,1,0,0,1507,0,21,3,29,0,0,1,0,0,1,2,0,0,0,0,13,1,https://optusnet-au.likescandy.com/au/au/?view=login&amp;appIdKey=fcd00c0656cc490&amp;country=,1
1,1,1,0,1,1,0,0,1,0,0,8,2,0,0,0,0,1,8,0,29,12,0,0,0,394,0,4,2,64,0,0,1,0,0,1,7,0,0,0,0,10,1,https://currentlyjxsview789.weebly.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://supportive-cenetr.weeblysite.com/,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,0,62,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,https://att-102363-107068.weeblysite.com/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,11,0,0,0,76,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,https://home-100018-104783.weeblysite.com/,1
1,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,9,0,52,16,1,0,0,322,1,1,1,72,0,1,1,0,0,1,18,0,0,0,0,8,0,https://mufopuli.wixsite.com/my-site-1,1
1,1,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,207,0,1,2,9,0,0,1,0,0,1,3,0,0,0,0,0,0,https://bis-ea4506-33032653fcf020cf45054c868c16.webflow.io/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vRhtfzZCfy9yKPxEn90nQ7P6t72iPxWvkgtnnWKqGasx2F6_23-CLn1c8YeB9AdPTZ2ukw-p_dCMpma/pub?start=false&amp;loop=false&amp;delayms=3000,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,http://pro-electricians.com,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,https://az-uzlet-energiaja---egyensuly----fogyasztoi----ugyfelszolgalat.simantes.com/nap.htm,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,28,0,0,0,118,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vSRBby4spK4u3U4dBW3u9Htvr-N3cIskxfPL27xkkh1BUOzpr8EwDRr1DVcrXGqHngAfOtJi2C7UtUm/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,10,0,0,9,11,63,55,1,1,0,3032,0,8,3,48,0,0,0,0,0,0,14,0,0,0,0,3,0,https://trezronline.trezoroistart.com/,1
1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,10,0,0,9,11,63,55,1,1,0,3032,0,8,3,48,0,0,0,0,0,0,14,0,0,0,0,3,0,http://trezronline.trezoroistart.com,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQI0YOXUpfjswNM8T4oKrw08ZLb83VvajOroA8GS9rHe5vKsndnZkR0Z1t0Yf4D_PkmSF7ZvVenlHER/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,1,1,0,0,1,1,1,0,0,0,3,1,0,0,2,0,0,8,6,49,45,0,0,0,587,0,8,4,96,0,1,1,0,0,1,18,1,0,0,0,16,0,https://a06668706z.wixsite.com/my-swisscom-3,1
1,1,1,0,0,1,1,1,0,0,0,3,1,0,0,2,0,0,8,9,48,33,0,0,0,671,0,11,5,93,0,1,1,0,0,1,18,0,0,0,0,23,0,https://h06668706.wixsite.com/my-swisscom-1,1
1,1,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,2,0,4,32,0,0,0,168,0,0,1,10,0,0,1,0,0,1,3,0,0,0,0,0,0,https://katerric15761.activehosted.com/f/1,1
1,1,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,2,0,4,34,0,0,0,170,0,0,1,10,0,0,1,0,0,1,3,0,0,0,0,0,0,https://btinternet89750.activehosted.com/f/1,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,14,0,0,0,43,0,0,0,22,0,0,0,0,1,0,16,0,0,0,0,0,0,https://usaupeoldllgeq.godaddysites.com/,1
1,1,0,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,3,0,3,19,0,1,0,190,0,0,1,7,0,0,1,0,0,1,3,0,0,0,0,0,0,https://at-ts-awesome-site-4d6241.webflow.io/,1
1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,37,0,0,44,2,35,10,0,1,1,3231,4,101,20,367,0,1,0,0,1,0,20,0,0,0,0,12,0,https://www.cakeresume.com/s--XQSpBiVnWhsSBn6tT4SZ_A--/mail-server,1
1,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,15,0,0,0,134,0,0,1,5,0,0,1,0,0,1,3,0,0,0,0,0,0,https://htttp-78654.webflow.io/,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,33,0,0,0,123,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,https://docs.google.com/presentation/d/e/2PACX-1vQoxprUgNx17wJn-s0MJ4Tk3OKIDWhc6S0ufivONLp2Mocnd40H1IEWpsUFO01raz_lC_q2QMYXRo-d/pub?start=false&amp;loop=false&amp;delayms=3000,1
1,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,14,0,0,0,150,0,0,1,5,0,0,1,0,0,1,3,0,0,0,0,1,0,https://edudocsign-e11990.webflow.io/,1
1,1,1,0,0,1,1,0,1,0,0,5,2,0,0,7,0,0,1,2,6,37,1,0,0,375,0,9,0,19,0,1,1,0,0,1,2,0,0,0,0,8,0,https://pub-4c6ef84d354c41f69dfe07ef5cd58569.r2.dev/obbl.html,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ueen-5a0b.att0nlineserv.workers.dev/,1
1,1,1,1,0,1,0,0,1,0,0,3,6,1,0,0,0,0,11,0,11,25,0,0,0,518,0,3,5,25,0,0,0,1,0,1,17,0,0,0,0,15,0,https://link.space/@attservices,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,27,0,0,0,160,0,2,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,http://lynxinbio.com/y9tghr,1
1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,3,2,4,4,0,1,0,191,0,0,1,16,0,0,1,0,0,1,2,0,0,0,0,4,0,https://cancelartucompraya.glitch.me/,1
1,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,4,5,7,4,0,0,0,407,0,1,4,21,0,0,1,0,0,1,3,0,0,0,0,0,0,https://ingresar-365-msn.glitch.me/,1
